"name","committeeID","partyCode","totalDonationsIn","committeeCategory","categoryRange","politicalLeaning"
"FRIENDS OF TRADITIONAL BANKING INC","C00517276",NULL,210000,"SMALL","< $1,000,000",NULL
"PROGRESS IN PA-05","C00675371",NULL,210000,"SMALL","< $1,000,000",NULL
"THE FREEDOM FORWARD FUND","C00779314",NULL,208000,"SMALL","< $1,000,000",NULL
"LEADERSHIP PROJECT FOR AMERICA PAC","C00566182",NULL,208000,"SMALL","< $1,000,000",NULL
"LETS CLEAN UP WASHINGTON","C00610394",NULL,207500,"SMALL","< $1,000,000",NULL
"WEST VIRGINIA AND APPALACHIAN LABORERS* DISTRICT COUNCIL FOR WEST VIRGINIANS","C00568642",NULL,206854,"SMALL","< $1,000,000",NULL
"PRESERVE OUR RIGHTS PAC","C00811331",NULL,205100,"SMALL","< $1,000,000",NULL
"THE MODERATE MICHIGAN VOICE","C00825901",NULL,205000,"SMALL","< $1,000,000",NULL
"BETTER LOUISIANA PAC","C00576900",NULL,205000,"SMALL","< $1,000,000",NULL
"KEEP EL PASO HONEST","C00660076",NULL,205000,"SMALL","< $1,000,000",NULL
"MASSACHUSETTS FIRST","C00634204",NULL,205000,"SMALL","< $1,000,000",NULL
"BLACKPAC AND EMILY*S LIST WOMEN VOTE! JOINT FUNDRAISING COMMITTEE","C00753301",NULL,205000,"SMALL","< $1,000,000",NULL
"DESERT LEADERSHIP FUND","C00747071",NULL,203650,"SMALL","< $1,000,000",NULL
"AMERICA FIRST ALABAMA PAC","C00806869",NULL,202900,"SMALL","< $1,000,000",NULL
"STRONGER TOGETHER","C00531723",NULL,202000,"SMALL","< $1,000,000",NULL
"HONESTY AMERICA, INC","C00743526",NULL,201500,"SMALL","< $1,000,000",NULL
"3 AMERICAN QUESTIONS PAC","C00603548",NULL,201000,"SMALL","< $1,000,000",NULL
"UTILITY WORKERS UNION OF AMERICA POLITICAL-LEGISLATIVE EDUCATION FUND","C00528208",NULL,200099,"SMALL","< $1,000,000",NULL
"AMERICAN COMMITMENT ACTION FUND","C00547265",NULL,200000,"SMALL","< $1,000,000",NULL
"NEW YORK JOBS COUNCIL","C00579045",NULL,200000,"SMALL","< $1,000,000",NULL
"DEFEND OKLAHOMA VALUES","C00784876",NULL,200000,"SMALL","< $1,000,000",NULL
"KEEP TEXAS GREAT PAC","C00737536",NULL,200000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE ACTION LEAGUE INC","C00785550",NULL,200000,"SMALL","< $1,000,000",NULL
"MICHIGANWORKS","C00750943",NULL,200000,"SMALL","< $1,000,000",NULL
"VICTORY CALIFORNIA","C00552869",NULL,200000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR CONCRETE SOLUTIONS, INC.","C00607853",NULL,200000,"SMALL","< $1,000,000",NULL
"ENERGIZE OUR FUTURE","C00821975",NULL,200000,"SMALL","< $1,000,000",NULL
"JUSTICE & SAFETY ALLIANCE","C00825802",NULL,200000,"SMALL","< $1,000,000",NULL
"HELP ELECT CONSERVATIVES","C00676254",NULL,200000,"SMALL","< $1,000,000",NULL
"NATIONAL WILDLIFE SUPER PAC","C00627521",NULL,200000,"SMALL","< $1,000,000",NULL
"PROTECT WYOMING VALUES PAC","C00777524",NULL,200000,"SMALL","< $1,000,000",NULL
"RIGHT SIDE POLITICAL ACTION COMMITTEE","C00748160",NULL,198425,"SMALL","< $1,000,000",NULL
"RESTORING ARIZONA*S INTEGRITY","C00524918",NULL,197500,"SMALL","< $1,000,000",NULL
"COMMON SENSE 2020","C00747469",NULL,196200,"SMALL","< $1,000,000",NULL
"MAGA COALITION INC","C00654343",NULL,195767,"SMALL","< $1,000,000",NULL
"ACCOUNTABILITY 2010","C00489641",NULL,195000,"SMALL","< $1,000,000",NULL
"TEXAS FREEDOM PAC","C00732354",NULL,195000,"SMALL","< $1,000,000",NULL
"REGULAR PEOPLE","C00684555",NULL,195000,"SMALL","< $1,000,000",NULL
"CONCRETE AND PORTLAND CEMENT ACTION NETWORK","C00568519",NULL,195000,"SMALL","< $1,000,000",NULL
"COMMITTEE TO DRAFT SPEAKER RYAN","C00610717",NULL,193664,"SMALL","< $1,000,000",NULL
"AMERICAN PRO-ISRAEL PAC","C00687657",NULL,192500,"SMALL","< $1,000,000",NULL
"SOLUTION FUND PAC","C00652982",NULL,191146,"SMALL","< $1,000,000",NULL
"CONNECTICUT FIRST","C00630723",NULL,190267,"SMALL","< $1,000,000",NULL
"COMMON SENSE FOR CONNECTICUT","C00820084",NULL,190000,"SMALL","< $1,000,000",NULL
"ALLIANCE FOR A GREATER MINNESOTA","C00721969",NULL,190000,"SMALL","< $1,000,000",NULL
"BATTLE READY PAC","C00784488",NULL,190000,"SMALL","< $1,000,000",NULL
"UNIDOS WE WIN PAC","C00759134",NULL,188273,"SMALL","< $1,000,000",NULL
"WE STAND FOR BETTER","C00666511",NULL,187621,"SMALL","< $1,000,000",NULL
"VISUAL DISOBEDIENCE CAMPAIGN COMMITTEE","C00723148",NULL,187464,"SMALL","< $1,000,000",NULL
"CHANGE THE JUDGES, CHANGE THE SYSTEM","C00758995",NULL,185048,"SMALL","< $1,000,000",NULL
"DEFEAT SLAVERY","C00659656",NULL,185000,"SMALL","< $1,000,000",NULL
"CALIFORNIANS FOR SAFE AND HEALTHY COMMUNITIES","C00802769",NULL,185000,"SMALL","< $1,000,000",NULL
"FREEDOM FUND FOR AMERICA*S FUTURE INC","C00516112",NULL,184700,"SMALL","< $1,000,000",NULL
"ARIZONA MATTERS","C00692947",NULL,183872,"SMALL","< $1,000,000",NULL
"CALIFORNIANS FOR A STRONGER AMERICA","C00524249",NULL,183300,"SMALL","< $1,000,000",NULL
"RECLAIM OUR PARTY","C00755132",NULL,182790,"SMALL","< $1,000,000",NULL
"SAVE DEMOCRACY IN AMERICA","C00744821",NULL,182139,"SMALL","< $1,000,000",NULL
"AMERICA COMES FIRST PAC","C00623256",NULL,181800,"SMALL","< $1,000,000",NULL
"FAMILIES FOR FREEDOM PAC","C00754408",NULL,181000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR ISRAEL PAC","C00490409",NULL,180177,"SMALL","< $1,000,000",NULL
"FREEDOMS DEFENSE SUPERFUND","C00533992",NULL,180000,"SMALL","< $1,000,000",NULL
"4RI PAC","C00808170",NULL,180000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR GROWTH, OPPORTUNITY AND PROSPERITY, INC.","C00513804",NULL,179100,"SMALL","< $1,000,000",NULL
"FRUGAL HOOSIERS","C00591131",NULL,177171,"SMALL","< $1,000,000",NULL
"JEWSCHOOSE4MOREYEARS","C00756254",NULL,176907,"SMALL","< $1,000,000",NULL
"THE GRASS ROOTS","C00763888",NULL,176800,"SMALL","< $1,000,000",NULL
"ENVIRONMENT COLORADO ACTION COMMITTEE","C00490664",NULL,176297,"SMALL","< $1,000,000",NULL
"LOUISIANA TRUTH PAC","C00485854",NULL,175788,"SMALL","< $1,000,000",NULL
"NATIONAL IMMIGRANT VICTORY FUND","C00759456",NULL,175635,"SMALL","< $1,000,000",NULL
"FREEDOM AND OPPORTUNITY PAC","C00697979",NULL,175000,"SMALL","< $1,000,000",NULL
"DRAIN THE SWAMP OHIO","C00659730",NULL,175000,"SMALL","< $1,000,000",NULL
"MOMS FOR SAFE STREETS","C00825539",NULL,175000,"SMALL","< $1,000,000",NULL
"NEW HAMPSHIRE FREEDOM AND LIBERTY PAC, INC.","C00747501",NULL,175000,"SMALL","< $1,000,000",NULL
"RIMF","C00688564",NULL,175000,"SMALL","< $1,000,000",NULL
"CA WOMEN FOR AMERICA","C00681056",NULL,175000,"SMALL","< $1,000,000",NULL
"LEADERSHIP FOR A STRONG AMERICA","C00651091",NULL,175000,"SMALL","< $1,000,000",NULL
"LIBERTY, FAMILY, FUTURE PAC","C00730275",NULL,175000,"SMALL","< $1,000,000",NULL
"NOSOTROS PAC","C00686477","DEM",174000,"SMALL","< $1,000,000",NULL
"LOSERS AND SUCKERS VOTE","C00760835",NULL,173355,"SMALL","< $1,000,000",NULL
"NJLEANING FORWARD, INC.","C00622217",NULL,173000,"SMALL","< $1,000,000",NULL
"HISPANIC LEADERSHIP ALLIANCE","C00826263",NULL,172500,"SMALL","< $1,000,000",NULL
"ONWARD SC","C00746289",NULL,172200,"SMALL","< $1,000,000",NULL
"BLUE TIDE NY-1 LLC","C00747931",NULL,172000,"SMALL","< $1,000,000",NULL
"DOLORES HUERTA POLITICAL ACTION COMMITTEE","C00823658",NULL,171284,"SMALL","< $1,000,000",NULL
"WOLF PAC","C00485102",NULL,171150,"SMALL","< $1,000,000",NULL
"FREEDOM BORN FUND","C00498519",NULL,170500,"SMALL","< $1,000,000",NULL
"PERFECT TOGETHER PAC, INC.","C00719641",NULL,170000,"SMALL","< $1,000,000",NULL
"FIGHT FOR OUR COMMUNITIES PAC, INC.","C00743385",NULL,170000,"SMALL","< $1,000,000",NULL
"WIN FOR AMERICA PAC","C00622126",NULL,170000,"SMALL","< $1,000,000",NULL
"RURAL COLORADO UNITED","C00755678",NULL,170000,"SMALL","< $1,000,000",NULL
"CREATIVE MAJORITY POLITICAL ACTION COMMITTEE","C00619759",NULL,170000,"SMALL","< $1,000,000",NULL
"FORWARD MASSACHUSETTS","C00563981",NULL,170000,"SMALL","< $1,000,000",NULL
"THE DEMOCRATIC COALITION","C00612846",NULL,169500,"SMALL","< $1,000,000",NULL
"KLW POLITICAL FUND","C00569863",NULL,168000,"SMALL","< $1,000,000",NULL
"PATRIOTS FOR AMERICA","C00591511",NULL,166308,"SMALL","< $1,000,000",NULL
"MAKE ARIZONA STRONG","C00628107",NULL,165000,"SMALL","< $1,000,000",NULL
"FIGHT FOR MISSISSIPPI PAC","C00802413",NULL,165000,"SMALL","< $1,000,000",NULL
"LEADERS FOR FAMILIES SUPER PAC INC","C00508317",NULL,165000,"SMALL","< $1,000,000",NULL
"PLANNED PARENTHOOD NW ACTION PAC","C00687475",NULL,163066,"SMALL","< $1,000,000",NULL
"VETERANS FOR A STRONG AMERICA ACTION GROUP","C00521302",NULL,162620,"SMALL","< $1,000,000",NULL
"GREEN OREGON","C00827212",NULL,162338,"SMALL","< $1,000,000",NULL
"TRUTH PAC","C00628420",NULL,162170,"SMALL","< $1,000,000",NULL
"THE PEOPLE UNITED PAC","C00776419",NULL,161892,"SMALL","< $1,000,000",NULL
"NEW HAMPSHIRE PAC TO SAVE AMERICA","C00562462",NULL,161353,"SMALL","< $1,000,000",NULL
"800DEMOCRAT","C00730341",NULL,161166,"SMALL","< $1,000,000",NULL
"SECURE ARIZONA PAC","C00516005",NULL,161144,"SMALL","< $1,000,000",NULL
"GEORGIANS FOR STRONG FAMILIES, INC.","C00800250",NULL,160000,"SMALL","< $1,000,000",NULL
"VOTE BY MAIL 2020","C00738369",NULL,160000,"SMALL","< $1,000,000",NULL
"RIGHT FOR NEW YORK","C00745521",NULL,160000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR TAX REFORM PAC","C00550558",NULL,160000,"SMALL","< $1,000,000",NULL
"MONTANANS FOR A BETTER CONGRESS","C00811224",NULL,160000,"SMALL","< $1,000,000",NULL
"REBUILD OHIO","C00558890",NULL,159699,"SMALL","< $1,000,000",NULL
"OPPORTUNITY NY","C00812867",NULL,158880,"SMALL","< $1,000,000",NULL
"WYOMING STRONG ACTION","C00680421",NULL,157332,"SMALL","< $1,000,000",NULL
"ASIAN AMERICANS FOR CHANGE FUND","C00821611",NULL,156525,"SMALL","< $1,000,000",NULL
"STRONGER LOUISIANA PAC","C00627844",NULL,156000,"SMALL","< $1,000,000",NULL
"A UNITED HOUSTON","C00723544",NULL,155000,"SMALL","< $1,000,000",NULL
"ACCELERATE WEST VIRGINIA","C00582262",NULL,155000,"SMALL","< $1,000,000",NULL
"STOP SOCIALISM NOW PAC","C00755629",NULL,155000,"SMALL","< $1,000,000",NULL
"ONETOUGHSHERIFF","C00733097",NULL,155000,"SMALL","< $1,000,000",NULL
"FIGHT FOR THE AMERICAN DREAM PAC","C00746297",NULL,155000,"SMALL","< $1,000,000",NULL
"WASHINGTON*S FUTURE","C00569616",NULL,155000,"SMALL","< $1,000,000",NULL
"THE HEARTLAND PAC","C00751792",NULL,154632,"SMALL","< $1,000,000",NULL
"PURE POLITICAL ACTION COMMITTEE","C00549139",NULL,153000,"SMALL","< $1,000,000",NULL
"LETSALLVOTE.ORG","C00557587",NULL,152700,"SMALL","< $1,000,000",NULL
"CLEVELAND FOR ALL","C00786095",NULL,151575,"SMALL","< $1,000,000",NULL
"AMERICA GREAT PAC","C00705384",NULL,151500,"SMALL","< $1,000,000",NULL
"TRUST IN SMALL BUSINESS POLITICAL ACTION COMMITTEE (TISB PAC)","C00423095",NULL,151500,"SMALL","< $1,000,000",NULL
"STRONGER FOUNDATIONS INC.","C00678623",NULL,150609,"SMALL","< $1,000,000",NULL
"BRIGHTER FUTURE FUND","C00520684",NULL,150500,"SMALL","< $1,000,000",NULL
"MICHIGAN LIBERATION ACTION FUND","C00690776",NULL,150389,"SMALL","< $1,000,000",NULL
"CFE ACTION FUND","C00826735",NULL,150000,"SMALL","< $1,000,000",NULL
"WE CAN DO BETTER PAC","C00555268",NULL,150000,"SMALL","< $1,000,000",NULL
"STUDENT SUCCESS MATTERS","C00686998",NULL,150000,"SMALL","< $1,000,000",NULL
"FREEDOM NORTH CAROLINA","C00814251",NULL,150000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR COMMON SENSE USA","C00682807",NULL,150000,"SMALL","< $1,000,000",NULL
"TEXANS COMING TOGETHER","C00735571",NULL,150000,"SMALL","< $1,000,000",NULL
"CAMPAIGN FOR OUR FUTURE","C00520767",NULL,149998,"SMALL","< $1,000,000",NULL
"KANSAS AG COMMUNITIES COALITION","C00569582",NULL,149818,"SMALL","< $1,000,000",NULL
"UPSTATE STRONG","C00753772",NULL,147500,"SMALL","< $1,000,000",NULL
"ARIZONANS FOR JOBS","C00523480",NULL,145812,"SMALL","< $1,000,000",NULL
"LGBTQ CONNECTION PAC","C00722884",NULL,145000,"SMALL","< $1,000,000",NULL
"PRP INC PAC","C00611079",NULL,145000,"SMALL","< $1,000,000",NULL
"SG PAC, INC.","C00757427",NULL,145000,"SMALL","< $1,000,000",NULL
"COMMITTEE TO ELECT A PROGRESSIVE CONGRESS","C00549386",NULL,144273,"SMALL","< $1,000,000",NULL
"FIGHTING FOR LOUISIANA","C00618074",NULL,144078,"SMALL","< $1,000,000",NULL
"DEMOCRACY VALUES FUND","C00561282",NULL,144000,"SMALL","< $1,000,000",NULL
"STAND AMERICA PAC","C00720540",NULL,143600,"SMALL","< $1,000,000",NULL
"STAND WITH US COMMITTEE","C00748913",NULL,143000,"SMALL","< $1,000,000",NULL
"POLISH AMERICAN LEADERSHIP POLITICAL ACTION COMMITTEE","C00528760",NULL,141811,"SMALL","< $1,000,000",NULL
"DISTRICT COUNCIL 50 INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES LOCAL JOBS FOR LOCAL PEOPLE","C00527978",NULL,140000,"SMALL","< $1,000,000",NULL
"LONG ISLAND LAW ENFORCEMENT FOUNDATION","C00570721",NULL,140000,"SMALL","< $1,000,000",NULL
"GEORGE WASHINGTON INITIATIVE ACTION FUND","C00794669",NULL,140000,"SMALL","< $1,000,000",NULL
"FOUR MORE YEARS PAC","C00692467",NULL,140000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE VALUES PAC","C00809749",NULL,140000,"SMALL","< $1,000,000",NULL
"PACTION","C00665844",NULL,140000,"SMALL","< $1,000,000",NULL
"OUR COLORADO PAC","C00700518",NULL,140000,"SMALL","< $1,000,000",NULL
"AMERICA PROGRESS COMMITTEE","C00668376",NULL,140000,"SMALL","< $1,000,000",NULL
"MOUNTAINEER PAC INC.","C00715862",NULL,140000,"SMALL","< $1,000,000",NULL
"NEW GENERATION PAC","C00586032",NULL,139800,"SMALL","< $1,000,000",NULL
"DEFENDING THE REPUBLIC PAC INC.","C00771139",NULL,138611,"SMALL","< $1,000,000",NULL
"GYB","C00730937",NULL,138379,"SMALL","< $1,000,000",NULL
"MISSOURI RIGHT TO LIFE VICTORY FUND","C00628115",NULL,137487,"SMALL","< $1,000,000",NULL
"FLORIDA CONSERVATIVE FUND","C00671388",NULL,136620,"SMALL","< $1,000,000",NULL
"15104; THE","C00607275",NULL,136200,"SMALL","< $1,000,000",NULL
"KANSAS FARMERS FUND","C00686246",NULL,136000,"SMALL","< $1,000,000",NULL
"REBUILDING NEW YORK PAC, INC.","C00666701",NULL,135610,"SMALL","< $1,000,000",NULL
"PUGET SOUND PROGRESSIVES","C00625210",NULL,135000,"SMALL","< $1,000,000",NULL
"DEFENDERS PAC","C00721779",NULL,135000,"SMALL","< $1,000,000",NULL
"DEFEND AMERICAN VALUES, INC.","C00793695",NULL,135000,"SMALL","< $1,000,000",NULL
"GRASSROOTS ACTION FUND","C00808584",NULL,135000,"SMALL","< $1,000,000",NULL
"FAITH VOTERS","C00759878",NULL,135000,"SMALL","< $1,000,000",NULL
"NEW MAJORITY FOR MASSACHUSETTS","C00562108",NULL,135000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE LEADERSHIP FOR COLORADO","C00803684",NULL,135000,"SMALL","< $1,000,000",NULL
"UNDIVIDED PURPOSE","C00742809",NULL,134400,"SMALL","< $1,000,000",NULL
"ENVIRONMENTAL ACTION PAC INC","C00405951",NULL,134000,"SMALL","< $1,000,000",NULL
"LV STRONG","C00743377",NULL,133000,"SMALL","< $1,000,000",NULL
"OUR ATLANTIC CITY","C00630400",NULL,132000,"SMALL","< $1,000,000",NULL
"RAMPART PAC","C00602896",NULL,131989,"SMALL","< $1,000,000",NULL
"PROTECT LOUISIANA, INC.","C00609917",NULL,131000,"SMALL","< $1,000,000",NULL
"GLOBAL DEMOCRATIC PAC","C00560854",NULL,130000,"SMALL","< $1,000,000",NULL
"BABY GOT PAC","C00591214",NULL,130000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR A BETTER WAY FORWARD","C00511592",NULL,130000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR A STRONGER ECONOMY PAC INC","C00530238",NULL,130000,"SMALL","< $1,000,000",NULL
"LANTERN PROJECT, THE","C00478420",NULL,130000,"SMALL","< $1,000,000",NULL
"NYIC POLITICAL ACTION FUND","C00760132",NULL,130000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR PROSPERITY AND GOOD GOVERNMENT","C00509075",NULL,129500,"SMALL","< $1,000,000",NULL
"CHAMPIONS FOR CHANGE INC","C00528927",NULL,127500,"SMALL","< $1,000,000",NULL
"CENTRAL VALLEY*S FUTURE","C00688267",NULL,126850,"SMALL","< $1,000,000",NULL
"MISSOURIANS FOR TRUTH PAC","C00806976",NULL,126809,"SMALL","< $1,000,000",NULL
"WE LOVE USA PAC","C00489211",NULL,126300,"SMALL","< $1,000,000",NULL
"IMPACT SUPER PAC","C00747857",NULL,126000,"SMALL","< $1,000,000",NULL
"REINVESTING IN AMERICA","C00682922",NULL,125662,"SMALL","< $1,000,000",NULL
"EMPOWER NEBRASKA","C00515890",NULL,125200,"SMALL","< $1,000,000",NULL
"CHAMPIONING AMERICA AT HER BEST","C00757005",NULL,125000,"SMALL","< $1,000,000",NULL
"NORTHEAST ACTION","C00820753",NULL,125000,"SMALL","< $1,000,000",NULL
"JOBS FOR IOWA","C00497958",NULL,125000,"SMALL","< $1,000,000",NULL
"FAIR SHOT USA","C00821041",NULL,125000,"SMALL","< $1,000,000",NULL
"WAKE UP WASHINGTON","C00651976",NULL,125000,"SMALL","< $1,000,000",NULL
"PROUD MISSISSIPPIANS FOR PROGRESS","C00688408",NULL,125000,"SMALL","< $1,000,000",NULL
"HEROES PAC INC.","C00756643",NULL,125000,"SMALL","< $1,000,000",NULL
"OUR FOUNDING PRINCIPLES","C00654707",NULL,125000,"SMALL","< $1,000,000",NULL
"TENNESSEE IMMIGRANT AND REFUGEE RIGHTS COALITION VOTES ACTION PAC","C00816173",NULL,124770,"SMALL","< $1,000,000",NULL
"TAKE AMERICA BACK PAC","C00582742",NULL,123855,"SMALL","< $1,000,000",NULL
"CONCERNED CITIZENS OF MICHIGAN","C00743633",NULL,120500,"SMALL","< $1,000,000",NULL
"THE LINCOLN CLUB OF ORANGE COUNTY FEDERAL IE COMMITTEE","C00490136",NULL,120500,"SMALL","< $1,000,000",NULL
"UNITED FOR SOUTH FLORIDA","C00824920",NULL,120250,"SMALL","< $1,000,000",NULL
"COMMITTEE TO ELECT AN EFFECTIVE CONGRESS","C00528877",NULL,120000,"SMALL","< $1,000,000",NULL
"PENNSYLVANIANS FOR CONSERVATIVE POLICIES","C00661850",NULL,120000,"SMALL","< $1,000,000",NULL
"AMERICA*S PRESIDENT COMMITTEE","C00492322",NULL,120000,"SMALL","< $1,000,000",NULL
"SPEECHNOW.ORG","C00488783",NULL,120000,"SMALL","< $1,000,000",NULL
"PROTECTING OUR CONSTITUTION","C00682559",NULL,120000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE RESULTS","C00610337",NULL,120000,"SMALL","< $1,000,000",NULL
"TARHEEL CONSERVATIVE VALUES PAC","C00804518",NULL,120000,"SMALL","< $1,000,000",NULL
"VOLUNTEERS FOR FREEDOM PAC","C00816843",NULL,120000,"SMALL","< $1,000,000",NULL
"AMERICAN DIGNITY PAC","C00737296",NULL,119800,"SMALL","< $1,000,000",NULL
"WATCHDOG PAC","C00576058",NULL,117480,"SMALL","< $1,000,000",NULL
"UFCW LOCAL 227 WORKING FAMILIES FUND","C00692970",NULL,116542,"SMALL","< $1,000,000",NULL
"THE PRIMARY PAC","C00678102",NULL,116250,"SMALL","< $1,000,000",NULL
"TRUE AMERICANS PAC","C00823096",NULL,115000,"SMALL","< $1,000,000",NULL
"LONE STAR VALUES PAC","C00669325",NULL,115000,"SMALL","< $1,000,000",NULL
"REAL STREET CONSERVATIVES PAC","C00511436",NULL,115000,"SMALL","< $1,000,000",NULL
"TOGETHER, READY & UNITED, FOR MORE PROSPERITY","C00622159",NULL,115000,"SMALL","< $1,000,000",NULL
"#VOTEPROCHOICE PAC","C00571117",NULL,114625,"SMALL","< $1,000,000",NULL
"IF HE VOTES LIKE THAT IN SALEM IMAGINE WHAT HE WILL DO IN CONGRESS","C00559054",NULL,113983,"SMALL","< $1,000,000",NULL
"A BRIGHT FUTURE","C00560367",NULL,113150,"SMALL","< $1,000,000",NULL
"IN THE GAME PAC","C00692095",NULL,113000,"SMALL","< $1,000,000",NULL
"TRUE BLUE FLORIDA","C00617696",NULL,112750,"SMALL","< $1,000,000",NULL
"TEXANS FOR INTEGRITY","C00615245",NULL,112380,"SMALL","< $1,000,000",NULL
"LIBERTARIAN ACTION SUPER PAC","C00519553",NULL,112190,"SMALL","< $1,000,000",NULL
"OLD DRUM CONSERVATIVE PAC","C00821819",NULL,111514,"SMALL","< $1,000,000",NULL
"CLEAN UP CONGRESS PAC","C00679159",NULL,111000,"SMALL","< $1,000,000",NULL
"PROTECTING OUR FREEDOMS PAC","C00801738",NULL,110000,"SMALL","< $1,000,000",NULL
"NEW VIRGINIA PAC","C00515452",NULL,110000,"SMALL","< $1,000,000",NULL
"RESTORE AMERICA SUPER PAC","C00615799",NULL,110000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR PROTECTING LIBERTY","C00808212",NULL,110000,"SMALL","< $1,000,000",NULL
"HEARTLAND CAMPAIGN FUND","C00559732",NULL,110000,"SMALL","< $1,000,000",NULL
"BUILD AND PROTECT OK","C00813543",NULL,110000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE VALUES PROJECT","C00521237",NULL,110000,"SMALL","< $1,000,000",NULL
"PROGRESSIVE USA VOTERS","C00532812",NULL,110000,"SMALL","< $1,000,000",NULL
"ENGINEERING AMERICA*S FUTURE","C00808055",NULL,110000,"SMALL","< $1,000,000",NULL
"AMERICA SPEAKS PAC","C00602623",NULL,110000,"SMALL","< $1,000,000",NULL
"ONE VOTE","C00574277",NULL,110000,"SMALL","< $1,000,000",NULL
"AGENDA PAC","C00798355",NULL,110000,"SMALL","< $1,000,000",NULL
"TENACIOUS TRUTH PAC","C00619650",NULL,110000,"SMALL","< $1,000,000",NULL
"GREAT LAKES, GREAT JOBS","C00681726",NULL,110000,"SMALL","< $1,000,000",NULL
"MICHIGAN CONSERVATIVE ACTION","C00806760",NULL,110000,"SMALL","< $1,000,000",NULL
"CONSERVATIVES FOR A STRONG AMERICA PAC","C00804526",NULL,108900,"SMALL","< $1,000,000",NULL
"WORKER*S VOICE (OPEIU)","C00560086",NULL,108517,"SMALL","< $1,000,000",NULL
"MANY TRUE CONSERVATIVES","C00569624",NULL,108200,"SMALL","< $1,000,000",NULL
"CLEAN WAVE","C00738732",NULL,108000,"SMALL","< $1,000,000",NULL
"CITZENS FOR AMERICAN ENERGY FEDERAL PAC","C00625137",NULL,107000,"SMALL","< $1,000,000",NULL
"CONSERVATIVES FOR ALABAMA","C00711986",NULL,107000,"SMALL","< $1,000,000",NULL
"TFY PAC","C00725994",NULL,106499,"SMALL","< $1,000,000",NULL
"TRANSPARENCY IN GOVERNMENT PAC","C00684019",NULL,105000,"SMALL","< $1,000,000",NULL
"VOTE YOUR VALUES PAC","C00528323",NULL,105000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR AN EFFECTIVE AND TRUSTED CONGRESSMAN","C00526640",NULL,105000,"SMALL","< $1,000,000",NULL
"BIG RED LEADERSHIP PAC","C00808121",NULL,105000,"SMALL","< $1,000,000",NULL
"ALASKA POLICY PARTNERS IE GROUP","C00827220",NULL,105000,"SMALL","< $1,000,000",NULL
"INLAND EMPIRE TAXPAYERS FOR JOBS","C00515379",NULL,105000,"SMALL","< $1,000,000",NULL
"GEM STATE PROSPERITY FUND INC.","C00550277",NULL,105000,"SMALL","< $1,000,000",NULL
"CALIFORNIA PROGRESS COALITION","C00625848",NULL,105000,"SMALL","< $1,000,000",NULL
"OUTSPOKEN ACTION","C00809509",NULL,104000,"SMALL","< $1,000,000",NULL
"ASSOCIATION FOR EMERGENCY RESPONDERS AND FIREFIGHTERS, PAC","C00622472",NULL,103335,"SMALL","< $1,000,000",NULL
"REVITALIZE ARIZONA PAC","C00826495",NULL,103000,"SMALL","< $1,000,000",NULL
"PROGRESSIVE INDEPENDENT COMMITTEE","C00526970",NULL,102500,"SMALL","< $1,000,000",NULL
"MIDDLE CLASS FIGHTING TO RESTORE ARIZONA*S UNITY AND DECENCY","C00732180",NULL,101673,"SMALL","< $1,000,000",NULL
"ALLIANCE TO PROTECT TAXPAYERS","C00489708",NULL,101000,"SMALL","< $1,000,000",NULL
"I-PAC","C00763474",NULL,100000,"SMALL","< $1,000,000",NULL
"JOBS & PROSPERITY PAC","C00820357",NULL,100000,"SMALL","< $1,000,000",NULL
"BUILDING BRIDGES, NOT WALLS","C00617449",NULL,100000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE LEADERSHIP NOW PAC","C00672592",NULL,100000,"SMALL","< $1,000,000",NULL
"TOGETHER FOR OHIO*S FUTURE PAC","C00822437",NULL,100000,"SMALL","< $1,000,000",NULL
"ILLINOIS DEMOCRATS FOR CHANGE","C00726349",NULL,100000,"SMALL","< $1,000,000",NULL
"A TIME FOR CHOOSING","C00586487",NULL,100000,"SMALL","< $1,000,000",NULL
"A BRIGHT NEW DAY","C00677351",NULL,100000,"SMALL","< $1,000,000",NULL
"OPPORTUNITY CONNECTICUT","C00614875",NULL,100000,"SMALL","< $1,000,000",NULL
"RUN RAY RUN","C00574806",NULL,100000,"SMALL","< $1,000,000",NULL
"NURSES FOR A HEALTHY MINNESOTA POLITICAL COMMITTEE","C00559229",NULL,100000,"SMALL","< $1,000,000",NULL
